image_id,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22
train_Song_Sparrow_0027,0.187561,3786.854494,0.439433,0.476632,0.285773,0.443730,0.151126,0.396586,0.151586,0.155182,0.155675,0.447120,0.490532,0.283083,0.372217,0.392552,0.245299,0.516412,0.570639,0.332071,0.421981,0.452806,0.282637
train_Song_Sparrow_0028,0.106323,1740.995725,0.351244,0.356872,0.288463,0.347402,0.097134,0.358097,0.105594,0.096857,0.096027,0.345093,0.328578,0.292662,0.317697,0.334667,0.260280,0.382220,0.386133,0.311523,0.359968,0.378110,0.289385
train_Song_Sparrow_0029,0.145142,1614.436306,0.525717,0.544651,0.567741,0.541630,0.190594,0.346583,0.165642,0.195024,0.259776,0.544567,0.565480,0.607561,0.592884,0.667979,0.779709,0.431441,0.397797,0.336760,0.533978,0.547346,0.546933
train_Song_Sparrow_0030,0.073547,824.813621,0.606905,0.552097,0.486514,0.561034,0.160385,0.368824,0.168741,0.160045,0.155045,0.558914,0.530934,0.488515,0.468156,0.429569,0.389622,0.744457,0.674672,0.589063,0.656093,0.573213,0.478855
train_Song_Sparrow_0031,0.150818,1360.738781,0.841077,0.784973,0.674678,0.789181,0.186965,0.365570,0.171850,0.196074,0.204200,0.842961,0.777920,0.675410,0.822370,0.772337,0.673552,0.871628,0.822920,0.691817,0.827349,0.766715,0.657933
train_Song_Sparrow_0032,0.227478,4392.234540,0.567909,0.597750,0.449401,0.571864,0.228086,0.370110,0.203397,0.241611,0.316811,0.683562,0.714122,0.691786,0.607193,0.620859,0.571717,0.524537,0.550052,0.328005,0.456345,0.505969,0.206095
train_Song_Sparrow_0033,0.170105,2795.888083,0.572042,0.435727,0.317437,0.462975,0.227625,0.431663,0.217900,0.259304,0.247732,0.664697,0.634822,0.512366,0.476948,0.390612,0.292131,0.630322,0.422914,0.305938,0.516201,0.294561,0.159312
train_Song_Sparrow_0034,0.179443,5145.415161,0.542894,0.470234,0.402205,0.484236,0.194677,0.383580,0.199158,0.194685,0.201586,0.594533,0.506408,0.406348,0.578728,0.487936,0.392719,0.587982,0.518250,0.438768,0.410332,0.368341,0.370985
train_Song_Sparrow_0035,0.275146,3263.352893,0.645488,0.642203,0.613180,0.639892,0.220716,0.339575,0.231007,0.219535,0.221151,0.595807,0.607785,0.588349,0.678927,0.678375,0.652956,0.682050,0.663770,0.626387,0.625167,0.618881,0.585028
train_Song_Sparrow_0036,0.111572,2646.155922,0.593385,0.492317,0.353670,0.506800,0.130720,0.412253,0.147280,0.127947,0.121933,0.562617,0.481890,0.376320,0.568053,0.467336,0.310135,0.565445,0.476520,0.340304,0.677427,0.543520,0.387922
train_Song_Sparrow_0037,0.128357,2118.075333,0.418182,0.549152,0.244271,0.475251,0.140842,0.453244,0.150081,0.145567,0.201873,0.352645,0.524787,0.143025,0.457659,0.609131,0.255478,0.421574,0.573284,0.235919,0.440851,0.489407,0.342660
train_Song_Sparrow_0038,0.157166,1415.624869,0.432529,0.440500,0.458934,0.440224,0.116496,0.344555,0.119278,0.118130,0.123573,0.463583,0.468856,0.487839,0.452705,0.449815,0.458544,0.357522,0.373105,0.398973,0.456306,0.470223,0.490379
train_Song_Sparrow_0039,0.178772,2316.382908,0.535432,0.510223,0.467500,0.512907,0.202736,0.353851,0.193718,0.209288,0.209586,0.531677,0.505031,0.460307,0.528418,0.486992,0.449079,0.600755,0.572415,0.512527,0.480879,0.476454,0.448088
train_Song_Sparrow_0040,0.134644,1884.287730,0.620577,0.582233,0.553878,0.590440,0.151049,0.353265,0.146370,0.152254,0.166373,0.637735,0.600736,0.572278,0.684645,0.654272,0.632914,0.519169,0.463991,0.418429,0.640760,0.609934,0.591889
train_Song_Sparrow_0041,0.332642,5272.126231,0.640647,0.658474,0.631240,0.650051,0.175535,0.341114,0.174511,0.176308,0.195124,0.672985,0.689209,0.656868,0.650233,0.675607,0.670139,0.628654,0.645577,0.578142,0.610715,0.623502,0.619811
train_Wilson_Warbler_0000,0.161804,1199.546667,0.493583,0.466423,0.411334,0.468282,0.234871,0.359928,0.223197,0.237460,0.284178,0.546734,0.508349,0.408861,0.554372,0.534611,0.485196,0.489503,0.473805,0.451546,0.383725,0.348928,0.299734
train_Wilson_Warbler_0001,0.172058,2182.473897,0.566028,0.620028,0.314922,0.569087,0.131383,0.413083,0.134893,0.140194,0.140597,0.557955,0.617493,0.293835,0.654253,0.721205,0.387318,0.533081,0.561682,0.279479,0.518824,0.579733,0.299056
train_Wilson_Warbler_0002,0.224670,2330.770855,0.382438,0.512525,0.328097,0.452604,0.129603,0.419052,0.148177,0.143877,0.171896,0.442872,0.509938,0.364413,0.368756,0.486598,0.314334,0.337126,0.527682,0.282790,0.380999,0.525884,0.350850
train_Wilson_Warbler_0003,0.089600,876.507317,0.524304,0.576340,0.461839,0.547765,0.115926,0.368862,0.113602,0.116245,0.174692,0.501507,0.542346,0.351382,0.527051,0.570551,0.394520,0.511834,0.568177,0.529314,0.556826,0.624286,0.572139
train_Wilson_Warbler_0004,0.064087,488.477878,0.492519,0.552411,0.236543,0.498491,0.096660,0.431075,0.110148,0.101901,0.100242,0.513114,0.576252,0.243024,0.433790,0.518804,0.224217,0.552824,0.572380,0.235105,0.470349,0.542210,0.243825
train_Wilson_Warbler_0005,0.110168,1337.011900,0.484405,0.507442,0.314751,0.478577,0.160176,0.388369,0.170174,0.153243,0.217353,0.508892,0.520454,0.344672,0.487513,0.534267,0.224833,0.536669,0.543920,0.424777,0.404544,0.431128,0.264722
train_Wilson_Warbler_0006,0.067444,1218.962182,0.513522,0.726799,0.811445,0.672653,0.246722,0.395486,0.238483,0.261287,0.279787,0.449188,0.678996,0.763434,0.597977,0.780208,0.815538,0.467847,0.695307,0.799847,0.539077,0.752686,0.866962
train_Wilson_Warbler_0007,0.164246,2095.698432,0.326624,0.338011,0.184717,0.317137,0.185716,0.397964,0.199121,0.198117,0.123454,0.355374,0.352017,0.187094,0.292941,0.310117,0.193651,0.360180,0.393675,0.190646,0.298003,0.296235,0.167475
train_Wilson_Warbler_0008,0.164307,2540.296976,0.607104,0.669858,0.218148,0.599612,0.234810,0.448033,0.237835,0.248405,0.254216,0.686761,0.756445,0.257441,0.658025,0.704148,0.322755,0.551925,0.620674,0.172536,0.531703,0.598164,0.119859
train_Wilson_Warbler_0009,0.066162,699.024505,0.672285,0.637566,0.522064,0.634760,0.142239,0.366985,0.127039,0.147493,0.181261,0.663096,0.632446,0.492366,0.728483,0.696460,0.608777,0.666136,0.621249,0.535350,0.631423,0.600108,0.451765
train_Wilson_Warbler_0010,0.159790,1324.148297,0.353715,0.392972,0.279965,0.368349,0.196892,0.382771,0.199061,0.199903,0.208141,0.266693,0.281732,0.161102,0.411190,0.460605,0.356376,0.321806,0.351183,0.240602,0.415171,0.478369,0.361780
train_Wilson_Warbler_0011,0.106323,792.128804,0.395400,0.453175,0.264260,0.414365,0.157115,0.407226,0.155107,0.173473,0.142258,0.379980,0.459026,0.288989,0.416940,0.458066,0.252938,0.415406,0.477557,0.282108,0.369272,0.418050,0.233004
train_Wilson_Warbler_0012,0.130432,894.157867,0.429330,0.396614,0.220116,0.386268,0.115365,0.410426,0.132857,0.114649,0.118437,0.438126,0.407261,0.209759,0.426215,0.399097,0.211379,0.425099,0.378534,0.225354,0.427882,0.401565,0.233970
train_Wilson_Warbler_0013,0.189758,1280.921440,0.384747,0.394057,0.256916,0.375636,0.158824,0.380467,0.158260,0.173489,0.156982,0.406602,0.414094,0.297028,0.410061,0.357101,0.225993,0.402328,0.458712,0.303786,0.319997,0.346321,0.200857
train_Wilson_Warbler_0014,0.170044,1166.509381,0.498959,0.527527,0.370512,0.501087,0.167792,0.377615,0.175288,0.163035,0.203513,0.417337,0.456907,0.291090,0.553760,0.578062,0.402004,0.443175,0.468525,0.345737,0.581566,0.606615,0.443218
train_Wilson_Warbler_0015,0.140137,1096.758371,0.513672,0.574766,0.274401,0.522261,0.137123,0.421742,0.161790,0.135847,0.185546,0.519676,0.571660,0.239688,0.470974,0.537875,0.317890,0.604628,0.654598,0.301486,0.459409,0.534931,0.238540
train_Wilson_Warbler_0016,0.106201,643.399278,0.514978,0.525717,0.205943,0.486045,0.167140,0.421708,0.198243,0.157160,0.216117,0.588813,0.557381,0.240247,0.536054,0.547651,0.268548,0.451534,0.508144,0.125145,0.483512,0.489694,0.189833
train_Wilson_Warbler_0017,0.062683,653.771655,0.591928,0.612849,0.455960,0.588724,0.212082,0.369022,0.202648,0.214844,0.291441,0.560546,0.576997,0.364328,0.731531,0.774548,0.605215,0.525093,0.537051,0.448955,0.550544,0.562800,0.405340
train_Wilson_Warbler_0018,0.109497,1138.823181,0.595745,0.569623,0.515519,0.571228,0.104540,0.354423,0.087496,0.100266,0.209029,0.632465,0.614925,0.603064,0.587152,0.557204,0.454461,0.599022,0.571801,0.533848,0.564340,0.534561,0.470704
train_Wilson_Warbler_0019,0.061462,1294.682493,0.597645,0.577507,0.528968,0.577993,0.073649,0.350706,0.080516,0.072890,0.134020,0.642558,0.602065,0.523692,0.600310,0.587270,0.570715,0.590362,0.572116,0.491439,0.557349,0.548577,0.530025
train_Wilson_Warbler_0020,0.098755,550.056190,0.381190,0.446999,0.275536,0.407784,0.126463,0.404991,0.142645,0.126108,0.176229,0.396979,0.458730,0.289920,0.357716,0.442420,0.207373,0.397510,0.442862,0.333228,0.372554,0.443983,0.271624
train_Wilson_Warbler_0021,0.180908,2229.519470,0.562431,0.474813,0.371060,0.489196,0.134184,0.399368,0.146426,0.135092,0.133604,0.576206,0.484275,0.394517,0.577312,0.483220,0.361528,0.527783,0.448460,0.367189,0.568422,0.483296,0.361005
train_Wilson_Warbler_0022,0.113037,1231.681806,0.202482,0.251100,0.077739,0.216812,0.193682,0.472595,0.197654,0.216403,0.088063,0.129254,0.171468,0.059250,0.172223,0.200944,0.044406,0.215858,0.259920,0.085242,0.292594,0.372066,0.122057
train_Wilson_Warbler_0023,0.071472,816.828169,0.400139,0.396830,0.179814,0.373101,0.173039,0.409650,0.204555,0.172310,0.153132,0.384677,0.422656,0.154856,0.311055,0.345173,0.100506,0.364753,0.312796,0.176936,0.540070,0.506697,0.286957
train_Wilson_Warbler_0024,0.273193,3553.891082,0.523014,0.503804,0.451440,0.503575,0.192801,0.353804,0.188107,0.197941,0.238247,0.517767,0.487625,0.449330,0.580866,0.581909,0.535302,0.494423,0.467717,0.372692,0.499000,0.477964,0.448437
train_Wilson_Warbler_0025,0.104004,938.949012,0.455751,0.468695,0.438944,0.461418,0.194979,0.343772,0.216769,0.187226,0.213517,0.522968,0.505919,0.525528,0.418892,0.454259,0.370451,0.581854,0.566944,0.570597,0.299289,0.347659,0.289198
train_Wilson_Warbler_0026,0.197449,2150.338010,0.274817,0.344454,0.241652,0.311925,0.178814,0.400098,0.204446,0.182901,0.156689,0.307291,0.383819,0.211185,0.324996,0.386007,0.286612,0.239789,0.311863,0.229013,0.227193,0.296125,0.239796
train_Wilson_Warbler_0027,0.091064,948.124362,0.524945,0.595209,0.190389,0.528081,0.108571,0.454170,0.115765,0.116006,0.162532,0.544904,0.620406,0.147522,0.505415,0.618253,0.157793,0.502577,0.566327,0.184163,0.546884,0.575851,0.272078
train_Wilson_Warbler_0028,0.068542,1021.107021,0.432308,0.494108,0.194178,0.441447,0.108679,0.440934,0.123706,0.119887,0.050291,0.502501,0.555360,0.202224,0.431842,0.509521,0.195290,0.413450,0.468287,0.199831,0.381439,0.443264,0.179368
train_Wilson_Warbler_0029,0.166138,4384.859383,0.313632,0.475469,0.195014,0.395110,0.244691,0.483144,0.233154,0.282921,0.185125,0.315226,0.551227,0.171138,0.199348,0.264280,0.116949,0.439946,0.640233,0.274139,0.300008,0.446136,0.217830
train_Wilson_Warbler_0030,0.114502,971.466363,0.569618,0.563315,0.468003,0.554331,0.113227,0.355803,0.123170,0.113407,0.151901,0.596139,0.581169,0.468057,0.548708,0.564944,0.456537,0.576917,0.560557,0.492451,0.556707,0.546591,0.454966
train_Wilson_Warbler_0031,0.119751,870.645375,0.627988,0.642654,0.470458,0.618649,0.228501,0.369108,0.224479,0.224990,0.307248,0.755278,0.751638,0.576075,0.631504,0.690741,0.498791,0.612475,0.589423,0.425208,0.512695,0.538815,0.381759
train_Wilson_Warbler_0032,0.073914,1271.037198,0.207684,0.221402,0.142894,0.208370,0.233485,0.387079,0.245094,0.239192,0.194715,0.208838,0.231192,0.130691,0.314153,0.342207,0.196172,0.170030,0.169362,0.132501,0.137716,0.142847,0.112213
train_Wilson_Warbler_0033,0.156372,1046.915340,0.534628,0.535387,0.396032,0.519269,0.146675,0.365191,0.151920,0.151289,0.221276,0.651594,0.627932,0.573892,0.470159,0.499111,0.249813,0.529201,0.546294,0.442431,0.487556,0.468210,0.317994
train_Wilson_Warbler_0034,0.114563,582.921241,0.234034,0.375598,0.218571,0.315355,0.138172,0.453509,0.188833,0.130424,0.124494,0.262405,0.402426,0.249426,0.195020,0.345807,0.210902,0.304895,0.404538,0.229961,0.173814,0.349619,0.183996
train_Wilson_Warbler_0035,0.098267,1109.492946,0.569598,0.580943,0.250201,0.539861,0.249121,0.414740,0.242904,0.242537,0.354505,0.499112,0.519038,0.131387,0.789339,0.784446,0.541090,0.453577,0.489798,0.050169,0.536362,0.530491,0.278157
train_Wilson_Warbler_0036,0.187134,4541.066147,0.784446,0.723650,0.596330,0.727313,0.156684,0.372760,0.165738,0.155621,0.177946,0.761970,0.710324,0.609079,0.835431,0.776406,0.614205,0.725131,0.663983,0.554410,0.815253,0.743885,0.607628
train_Wilson_Warbler_0037,0.189697,1251.281591,0.497055,0.565521,0.293755,0.514058,0.173900,0.416949,0.187876,0.178804,0.197027,0.549865,0.594803,0.280264,0.538776,0.616493,0.325880,0.418531,0.496650,0.282653,0.481049,0.554137,0.286222
train_Wilson_Warbler_0038,0.193298,2516.324289,0.533976,0.561401,0.306169,0.524112,0.181632,0.400558,0.203416,0.180252,0.206652,0.643846,0.641783,0.328305,0.504027,0.529188,0.317550,0.581706,0.617565,0.368119,0.406327,0.457069,0.210702
train_Wilson_Warbler_0039,0.111572,737.848779,0.280863,0.358781,0.182900,0.315427,0.105052,0.436184,0.114701,0.112829,0.119696,0.256477,0.331973,0.182643,0.294519,0.379923,0.151480,0.298077,0.372608,0.189404,0.274382,0.350618,0.208071
train_Wilson_Warbler_0040,0.204468,1048.247281,0.398335,0.422207,0.352171,0.407099,0.138928,0.360026,0.155831,0.145069,0.136474,0.378607,0.391716,0.377859,0.398287,0.440597,0.370436,0.342783,0.369293,0.282813,0.473664,0.487220,0.377576
train_Wilson_Warbler_0041,0.049744,537.232773,0.546956,0.623162,0.565893,0.593832,0.078987,0.358962,0.083306,0.082478,0.090239,0.587511,0.662222,0.595927,0.553126,0.628144,0.581567,0.526343,0.599436,0.526942,0.520843,0.602844,0.559138
train_Yellow_Warbler_0000,0.200317,1557.956521,0.512285,0.640650,0.303577,0.563851,0.164459,0.439852,0.182286,0.174453,0.181496,0.588464,0.670696,0.334497,0.432680,0.605040,0.306258,0.553059,0.671568,0.320333,0.474935,0.615295,0.253223
train_Yellow_Warbler_0001,0.105835,1178.401769,0.449894,0.409659,0.294810,0.408603,0.232306,0.389733,0.234375,0.241345,0.250987,0.475385,0.400219,0.200361,0.698415,0.669446,0.477648,0.325900,0.280698,0.238408,0.299876,0.288275,0.262824
train_Yellow_Warbler_0002,0.120056,1326.794305,0.376653,0.401685,0.247648,0.376621,0.125505,0.391511,0.121261,0.137958,0.104062,0.466605,0.488455,0.323857,0.370322,0.395439,0.233661,0.359035,0.389062,0.248529,0.310650,0.333784,0.184546
train_Yellow_Warbler_0003,0.070068,2209.610383,0.334784,0.428727,0.334671,0.389853,0.109536,0.390397,0.126666,0.107933,0.119090,0.299028,0.396006,0.349329,0.332454,0.435241,0.344050,0.376770,0.445641,0.333756,0.330881,0.438020,0.311550
train_Yellow_Warbler_0004,0.125122,1833.542171,0.345577,0.525926,0.762878,0.499012,0.129043,0.466769,0.182893,0.135468,0.339072,0.341494,0.528561,0.767285,0.402395,0.567655,0.748573,0.358590,0.512803,0.708623,0.279830,0.494684,0.827029
train_Yellow_Warbler_0005,0.199829,1156.112533,0.357544,0.374916,0.345053,0.366294,0.203088,0.347946,0.207690,0.208409,0.220637,0.459118,0.464590,0.391701,0.393837,0.439561,0.398838,0.273125,0.277930,0.280963,0.304094,0.317585,0.308711
train_Yellow_Warbler_0006,0.118103,909.513427,0.603854,0.608704,0.668231,0.614044,0.169200,0.355293,0.171308,0.158035,0.305689,0.631619,0.600058,0.629561,0.643524,0.664801,0.786838,0.591086,0.580412,0.627724,0.549187,0.589545,0.628801
train_Yellow_Warbler_0007,0.066467,518.663493,0.518573,0.498659,0.484653,0.502957,0.070202,0.345281,0.068380,0.070036,0.111809,0.525093,0.509341,0.503834,0.494143,0.474931,0.451187,0.547768,0.528103,0.515991,0.507286,0.482261,0.467599
train_Yellow_Warbler_0008,0.057251,805.921866,0.401438,0.610971,0.742912,0.563295,0.090345,0.423234,0.092831,0.102157,0.253593,0.382539,0.636823,0.834260,0.429474,0.642133,0.764174,0.393403,0.630044,0.806878,0.400336,0.534884,0.566337
train_Yellow_Warbler_0009,0.119690,946.498727,0.431308,0.409641,0.348545,0.409138,0.168537,0.362598,0.183570,0.173853,0.181702,0.371194,0.352062,0.276687,0.526485,0.499116,0.400866,0.412151,0.391741,0.336179,0.415401,0.395643,0.380449
train_Yellow_Warbler_0010,0.182556,716.899924,0.433493,0.346742,0.236938,0.360174,0.107394,0.426174,0.152097,0.100564,0.099712,0.388363,0.350824,0.267818,0.423693,0.354128,0.216946,0.545814,0.378537,0.254402,0.376103,0.303480,0.208583
train_Yellow_Warbler_0011,0.226562,2326.466503,0.320782,0.306863,0.201926,0.299051,0.185278,0.386684,0.222748,0.188092,0.154961,0.345110,0.346760,0.252464,0.359323,0.298280,0.142815,0.271369,0.309835,0.196575,0.307326,0.272579,0.215850
train_Yellow_Warbler_0012,0.149597,2864.881474,0.429514,0.416665,0.363886,0.414476,0.195857,0.354951,0.203483,0.197083,0.196560,0.296888,0.287386,0.244139,0.325407,0.306564,0.233676,0.518990,0.507800,0.460027,0.576771,0.564909,0.517703
train_Yellow_Warbler_0013,0.092468,1976.041809,0.403259,0.334864,0.283998,0.349529,0.170530,0.394531,0.181602,0.174223,0.150439,0.340312,0.279421,0.241285,0.427878,0.354553,0.283430,0.420808,0.355093,0.310470,0.424036,0.350388,0.300809
train_Yellow_Warbler_0014,0.164001,825.869676,0.456654,0.462359,0.356281,0.448561,0.116013,0.362551,0.134644,0.112197,0.128543,0.463995,0.470734,0.368512,0.526761,0.525991,0.414744,0.404059,0.404952,0.310924,0.431802,0.447761,0.330944
train_Yellow_Warbler_0015,0.226746,1522.513849,0.373292,0.427306,0.309373,0.397710,0.127582,0.384970,0.122542,0.147463,0.123799,0.380422,0.447098,0.329640,0.379965,0.448001,0.305234,0.362687,0.376591,0.319504,0.370095,0.437534,0.283115
train_Yellow_Warbler_0016,0.203003,3984.997829,0.380139,0.478044,0.138459,0.410050,0.198467,0.479655,0.259656,0.199944,0.209112,0.444666,0.541800,0.056158,0.256415,0.442036,0.092380,0.394138,0.445700,0.152091,0.425339,0.482640,0.253206
train_Yellow_Warbler_0017,0.290466,4235.865527,0.417092,0.443688,0.274051,0.416407,0.132719,0.390973,0.172204,0.131323,0.142063,0.427236,0.471652,0.294983,0.424848,0.450101,0.289502,0.411178,0.431190,0.249427,0.405107,0.421807,0.262292
train_Yellow_Warbler_0018,0.132874,1819.514065,0.521805,0.589123,0.408453,0.548389,0.319626,0.387739,0.333415,0.300724,0.430171,0.409431,0.532220,0.353136,0.635409,0.697344,0.588935,0.490230,0.565012,0.313985,0.552149,0.561917,0.377757
train_Yellow_Warbler_0019,0.153564,1130.388405,0.411752,0.405058,0.078409,0.369822,0.154382,0.459945,0.211649,0.146938,0.115603,0.319301,0.334086,0.042246,0.480493,0.443887,0.098619,0.373604,0.383044,0.049588,0.473609,0.459216,0.123181
train_Yellow_Warbler_0020,0.059143,776.544092,0.713203,0.704131,0.765620,0.713890,0.229414,0.350727,0.199523,0.225761,0.349736,0.701248,0.671320,0.653480,0.834141,0.835620,0.932945,0.618649,0.609448,0.672521,0.698773,0.700138,0.803536
train_Yellow_Warbler_0021,0.136963,2589.011090,0.520151,0.517661,0.244208,0.487234,0.133098,0.405728,0.162174,0.146347,0.141130,0.500555,0.520365,0.217359,0.632266,0.593375,0.241257,0.501756,0.513226,0.270189,0.446027,0.443678,0.248029
train_Yellow_Warbler_0022,0.122009,2531.556859,0.658891,0.637389,0.498291,0.627729,0.299390,0.367158,0.273600,0.302568,0.395510,0.605041,0.573633,0.311435,0.677670,0.664483,0.548345,0.632766,0.600446,0.487479,0.720087,0.710993,0.645903
train_Yellow_Warbler_0023,0.235046,3128.536095,0.474745,0.430454,0.294524,0.428203,0.202852,0.395712,0.214645,0.210178,0.206198,0.516895,0.445598,0.211759,0.576131,0.549056,0.411918,0.365819,0.339940,0.265222,0.440134,0.387221,0.289197
train_Yellow_Warbler_0024,0.191223,3686.968887,0.555895,0.664120,0.745941,0.641086,0.204047,0.379429,0.150659,0.218403,0.340992,0.573394,0.687791,0.780587,0.512672,0.587385,0.625567,0.600305,0.748950,0.886871,0.537209,0.632356,0.690738
train_Yellow_Warbler_0025,0.079773,455.654536,0.509742,0.636383,0.351380,0.566034,0.085798,0.424962,0.111627,0.087107,0.124861,0.505118,0.620650,0.284277,0.491171,0.648473,0.340897,0.568082,0.659013,0.434808,0.474599,0.617395,0.345539
train_Yellow_Warbler_0026,0.369507,7504.837196,0.465830,0.521309,0.338466,0.483887,0.172365,0.393262,0.176149,0.179931,0.186431,0.522269,0.595606,0.382459,0.436612,0.504081,0.308227,0.488379,0.548148,0.365602,0.416059,0.437401,0.297575
train_Yellow_Warbler_0027,0.155640,4772.314337,0.435579,0.407388,0.277875,0.401073,0.242172,0.388618,0.248036,0.251986,0.234462,0.372378,0.339213,0.274888,0.506190,0.512512,0.258812,0.386698,0.348404,0.292103,0.477053,0.429422,0.285696
train_Yellow_Warbler_0028,0.188110,2542.234915,0.551344,0.585368,0.475153,0.562641,0.124846,0.363162,0.127462,0.136282,0.150550,0.545471,0.568882,0.378181,0.548204,0.578217,0.473397,0.559178,0.614346,0.529030,0.552522,0.580027,0.520005
train_Yellow_Warbler_0029,0.047302,525.731012,0.439509,0.465656,0.221570,0.429966,0.072076,0.413279,0.095608,0.074769,0.063296,0.438429,0.462041,0.214521,0.443576,0.482073,0.234190,0.430566,0.462740,0.226838,0.445465,0.455770,0.210730
train_Yellow_Warbler_0030,0.105225,869.644054,0.228744,0.321837,0.115398,0.270474,0.156271,0.483254,0.176450,0.161199,0.148008,0.203266,0.298878,0.063453,0.188855,0.288899,0.119304,0.273990,0.312517,0.147173,0.248865,0.387054,0.131661
train_Yellow_Warbler_0031,0.067810,1231.036968,0.713886,0.665261,0.560850,0.667901,0.136217,0.367983,0.127293,0.135080,0.183408,0.701162,0.657927,0.545721,0.766045,0.713934,0.602586,0.668651,0.619121,0.515803,0.719685,0.670063,0.579291
train_Yellow_Warbler_0032,0.331787,8737.792929,0.418220,0.375145,0.332633,0.383162,0.243409,0.371422,0.250543,0.242968,0.245683,0.469799,0.426455,0.367934,0.426129,0.378868,0.343521,0.417600,0.380764,0.343032,0.359352,0.314493,0.276045
train_Yellow_Warbler_0033,0.183533,3644.169108,0.419902,0.543226,0.207233,0.468046,0.179530,0.464153,0.175674,0.200446,0.136211,0.444873,0.567156,0.256609,0.416575,0.529325,0.189588,0.394655,0.516465,0.219386,0.423506,0.559959,0.163348
train_Yellow_Warbler_0034,0.081360,956.080985,0.343418,0.413352,0.321693,0.381964,0.098532,0.383278,0.121132,0.098194,0.110227,0.352887,0.425741,0.286967,0.362447,0.418565,0.328885,0.299809,0.377817,0.281997,0.358529,0.431284,0.388925
train_Yellow_Warbler_0035,0.185181,1909.506537,0.250984,0.247578,0.224196,0.245928,0.122578,0.347258,0.132799,0.127051,0.115559,0.278104,0.263166,0.196458,0.233847,0.241994,0.217008,0.255329,0.254897,0.249594,0.236654,0.230255,0.233725
train_Yellow_Warbler_0036,0.038879,470.964545,0.520418,0.531524,0.527856,0.527805,0.121071,0.336451,0.103234,0.120033,0.192238,0.604859,0.620020,0.666513,0.527203,0.546054,0.562798,0.469476,0.476373,0.430657,0.480133,0.483650,0.451456
train_Yellow_Warbler_0037,0.193054,1777.970395,0.521643,0.478455,0.369274,0.478940,0.127923,0.380936,0.134529,0.133738,0.153015,0.501443,0.457719,0.339803,0.550394,0.495380,0.361818,0.503371,0.468209,0.385632,0.531363,0.492513,0.389844
train_Yellow_Warbler_0038,0.138428,2287.641679,0.373109,0.416544,0.229134,0.382205,0.143869,0.408862,0.158967,0.146728,0.168996,0.461304,0.526266,0.318725,0.298865,0.327120,0.187866,0.358610,0.397403,0.201602,0.373656,0.415387,0.208344
train_Yellow_Warbler_0039,0.152283,2435.257726,0.380835,0.487804,0.540632,0.461867,0.120030,0.383625,0.151656,0.124304,0.282659,0.435601,0.496154,0.450820,0.385865,0.504268,0.613958,0.351040,0.447373,0.466699,0.350836,0.503421,0.631050
train_Yellow_Warbler_0040,0.046326,411.481870,0.391884,0.439570,0.336781,0.413584,0.060450,0.376269,0.077610,0.063642,0.092423,0.404357,0.430501,0.357870,0.418586,0.455534,0.367457,0.383535,0.427948,0.322208,0.361058,0.444298,0.299587
train_Yellow_Warbler_0041,0.159607,699.853567,0.528187,0.542242,0.279244,0.508048,0.130444,0.401758,0.127351,0.155577,0.167548,0.525715,0.549813,0.271015,0.532469,0.561551,0.212555,0.530655,0.537487,0.364858,0.523910,0.520117,0.268548
test_0000,0.179626,3004.774940,0.599469,0.641863,0.437930,0.605917,0.173756,0.382229,0.167634,0.166332,0.350651,0.569580,0.607015,0.234579,0.636264,0.675075,0.660209,0.545837,0.602057,0.338180,0.646195,0.683307,0.518754
test_0001,0.031738,459.158921,0.132037,0.085770,0.028698,0.093061,0.090174,0.535636,0.145710,0.076730,0.086096,0.129383,0.131880,0.020363,0.137781,0.086372,0.021934,0.141799,0.067529,0.049539,0.119184,0.057298,0.022954
test_0002,0.093994,1533.791991,0.519254,0.465242,0.318836,0.464706,0.148342,0.398405,0.157865,0.147605,0.163667,0.620912,0.566693,0.451699,0.461842,0.417241,0.268966,0.569189,0.484826,0.309279,0.425073,0.392208,0.245398
test_0003,0.271667,3069.632410,0.532121,0.477994,0.422579,0.487861,0.180477,0.371413,0.197926,0.209078,0.207589,0.564743,0.529206,0.475408,0.546808,0.580172,0.531174,0.451611,0.324389,0.302863,0.565321,0.478210,0.380870
test_0004,0.117004,2288.306659,0.318367,0.575109,0.338393,0.471352,0.172935,0.466859,0.231280,0.190165,0.187232,0.339977,0.591635,0.337540,0.508290,0.718258,0.483899,0.238400,0.464996,0.253586,0.186800,0.525546,0.278547
test_0005,0.090637,870.341599,0.643131,0.570211,0.558257,0.590687,0.223996,0.363023,0.170157,0.252312,0.262172,0.662930,0.572492,0.578898,0.662210,0.622247,0.615983,0.608280,0.534534,0.513838,0.639106,0.551573,0.524311
test_0006,0.052063,572.084740,0.393725,0.540136,0.578843,0.500779,0.169370,0.382655,0.209184,0.167593,0.170895,0.254271,0.482207,0.552844,0.299559,0.531261,0.612508,0.560165,0.634932,0.635106,0.460906,0.512144,0.514916
